Date,Cryptocurrency,Crackdown,Crypto,Blockchain,Digital currency,Crypto Mining,DeFi,Altcoins,Smart contracts,Stablecoin,Bittrex,Coinbase,Vitalik,Satoshi,Cryptocurrency regulation,Gary Gensler,Tesla,Elon Musk,Whales,Decentralised finance,Distributed ledger,Halving,ICO,China Digital Currency
28/1/19,5,6,4,27,2,7,28,0,4,5,2,1,0,13,0,0,8,3,26,0,21,1,15,0
29/1/19,4,5,3,25,7,6,21,6,8,5,2,1,1,13,0,0,8,3,30,0,31,0,11,0
30/1/19,5,5,3,29,2,6,30,2,0,5,3,1,1,13,37,0,9,3,26,0,43,0,13,0
31/1/19,5,7,3,24,12,4,39,4,12,0,3,1,0,14,19,0,10,2,24,0,22,0,12,0
1/2/19,5,13,3,24,7,6,50,0,12,9,1,1,2,10,0,0,8,2,19,0,0,0,14,0
2/2/19,3,13,3,17,8,2,44,2,0,5,2,1,0,16,0,0,7,2,19,0,0,1,9,0
3/2/19,4,9,3,13,0,2,32,2,0,0,2,1,0,7,0,0,7,2,23,0,24,0,6,0
4/2/19,5,10,3,24,9,4,29,0,14,9,2,1,0,9,0,0,8,2,25,0,11,1,10,0
5/2/19,6,15,4,27,7,9,27,4,0,0,2,1,1,12,0,0,8,2,31,0,11,0,12,0
6/2/19,6,13,3,26,0,0,27,4,6,5,2,1,2,13,0,0,9,2,28,0,21,0,10,0
7/2/19,6,13,3,27,5,3,23,0,2,0,1,1,1,10,0,0,8,2,26,0,11,0,8,0
8/2/19,5,16,3,24,0,8,31,0,8,5,2,1,1,18,0,0,8,2,35,0,0,0,12,0
9/2/19,4,14,3,19,5,8,29,4,0,5,2,1,1,14,21,0,8,3,27,0,0,0,6,0
10/2/19,4,15,3,16,10,5,17,0,7,5,4,1,1,16,0,0,8,3,27,0,12,0,8,0
11/2/19,4,20,3,24,9,7,24,2,8,0,2,1,1,8,0,0,8,2,25,0,10,0,13,0
12/2/19,4,21,3,31,5,10,22,2,8,18,2,1,1,13,0,0,8,2,20,0,31,0,13,0
13/2/19,4,26,3,24,11,1,28,0,4,14,1,1,1,16,0,0,8,2,27,0,11,0,12,0
14/2/19,5,65,3,24,16,6,26,0,4,5,3,1,1,14,0,0,8,2,30,0,0,0,12,0
15/2/19,5,100,3,27,2,0,34,0,10,0,1,1,0,15,0,0,8,2,19,0,22,0,11,0
16/2/19,4,64,3,19,8,2,28,2,2,0,1,1,0,11,0,0,8,2,20,0,12,0,8,0
17/2/19,5,58,3,16,0,2,26,0,2,10,2,1,0,18,0,0,8,2,15,0,12,0,7,0
18/2/19,6,40,4,24,9,7,23,4,12,9,2,1,1,20,19,0,7,2,31,0,11,1,10,0
19/2/19,5,40,4,27,9,6,31,4,12,14,3,1,2,9,0,0,8,2,22,0,11,0,12,0
20/2/19,5,37,3,28,11,6,24,0,10,5,3,1,2,15,37,0,9,3,25,0,0,0,13,0
21/2/19,4,26,3,25,5,6,26,2,6,0,3,1,2,15,0,0,8,2,26,0,11,0,13,0
22/2/19,4,22,3,28,2,6,32,2,8,10,3,1,0,14,0,0,8,3,26,0,11,0,13,0
23/2/19,4,25,3,16,5,0,22,2,7,0,2,1,0,15,0,0,8,4,20,0,25,0,5,0
24/2/19,5,19,4,18,8,3,21,0,5,5,1,1,1,29,21,0,8,4,24,0,12,0,6,0
25/2/19,4,20,3,29,7,3,22,4,8,5,3,1,1,16,0,0,8,4,29,0,11,0,11,0
26/2/19,4,16,4,32,14,0,22,0,12,5,3,2,0,13,19,0,9,5,30,0,11,0,12,0
27/2/19,3,9,3,26,13,6,19,2,6,0,3,1,1,13,0,0,8,4,23,0,0,0,11,0
28/2/19,5,15,3,30,9,4,31,2,8,14,3,1,0,12,0,0,12,4,28,0,22,0,14,0
1/3/19,4,11,3,23,12,9,27,0,6,10,3,1,0,10,0,0,22,4,25,0,56,1,10,0
2/3/19,4,10,3,17,5,0,27,2,2,5,2,1,0,15,0,0,14,4,23,0,0,0,7,0
3/3/19,4,14,3,17,3,6,24,0,2,3,1,1,1,14,11,0,12,5,24,0,6,0,8,0
4/3/19,4,11,3,23,5,4,26,2,9,9,2,1,0,17,10,0,14,4,24,0,18,1,12,0
5/3/19,4,6,3,26,5,4,21,2,4,9,2,1,1,11,25,0,12,3,26,0,4,0,11,0
6/3/19,4,9,3,27,4,6,25,3,6,11,3,1,1,10,16,0,11,4,24,0,5,1,11,0
7/3/19,4,11,3,21,9,4,27,6,3,2,3,1,1,9,0,0,11,4,31,0,15,1,12,0
8/3/19,4,7,3,19,15,8,18,1,6,2,2,1,1,11,0,0,10,3,33,0,0,0,12,0
9/3/19,4,21,3,16,8,3,20,3,4,3,2,1,1,9,0,4,10,3,30,0,22,0,7,0
10/3/19,3,16,3,18,4,4,21,3,5,0,3,1,0,9,0,0,10,3,29,0,10,1,8,0
11/3/19,4,9,3,25,3,5,19,0,7,2,3,1,0,13,0,0,11,3,33,0,0,0,13,0
12/3/19,4,10,3,25,4,6,23,1,8,0,3,1,1,14,35,0,10,3,30,0,14,0,12,0
13/3/19,4,8,3,25,14,4,26,6,8,5,4,1,0,14,16,0,9,2,24,0,20,0,12,0
14/3/19,4,9,3,29,8,4,29,2,4,5,4,1,1,7,32,0,12,2,25,0,19,0,10,0
15/3/19,4,6,3,22,9,5,35,1,3,0,3,1,1,13,17,0,26,3,25,0,0,0,9,0
16/3/19,4,7,3,15,3,3,22,1,2,3,2,1,1,11,0,0,15,3,19,0,6,0,8,0
17/3/19,4,10,3,13,10,6,24,2,3,0,2,1,1,13,19,0,11,2,28,0,5,0,8,0
18/3/19,3,5,3,27,10,4,24,4,9,2,3,1,1,13,0,0,12,2,26,44,0,0,10,0
19/3/19,4,5,3,24,9,3,23,2,7,7,3,1,1,14,9,0,12,3,27,0,5,0,13,0
20/3/19,4,8,3,24,7,7,26,0,7,7,2,1,1,16,42,0,10,2,24,0,15,0,12,0
21/3/19,5,5,3,26,12,2,25,3,8,0,3,1,2,14,33,0,10,2,24,0,20,0,12,0
22/3/19,3,6,3,23,12,4,27,1,6,10,2,1,2,15,0,0,10,2,32,0,14,0,11,0
23/3/19,4,5,2,16,9,3,23,5,4,0,4,1,0,17,0,4,10,2,20,0,5,0,7,0
24/3/19,3,6,3,16,3,8,24,1,1,5,3,1,0,11,27,0,9,2,26,0,0,0,7,0
25/3/19,4,5,3,24,8,6,26,1,3,2,4,1,1,13,0,0,10,2,21,0,8,0,12,0
26/3/19,5,4,3,24,8,1,22,5,12,5,2,1,1,15,10,0,9,2,24,0,19,1,11,0
27/3/19,5,3,3,28,1,1,27,2,5,2,5,1,1,15,0,0,9,2,33,0,0,0,12,0
28/3/19,4,3,3,27,8,12,24,6,6,0,3,1,2,10,0,0,9,2,27,0,0,1,9,0
29/3/19,4,4,3,22,11,4,24,0,4,0,3,1,1,17,34,4,10,2,27,0,26,0,12,0
30/3/19,3,2,3,18,4,6,22,0,1,8,2,1,1,5,0,0,9,2,18,0,11,0,10,0
31/3/19,3,3,2,17,8,2,23,4,3,11,4,1,1,8,19,0,9,3,30,0,5,1,8,0
1/4/19,4,4,3,26,9,2,22,4,4,5,3,1,2,9,42,0,9,7,28,0,8,0,10,0
2/4/19,6,5,5,31,11,6,23,2,8,2,7,2,1,13,51,0,10,4,27,21,19,1,11,0
3/4/19,9,4,5,31,15,4,25,2,10,2,7,2,1,17,32,0,9,3,27,0,5,0,11,0
4/4/19,5,5,4,27,13,4,36,3,5,2,5,2,2,14,35,0,12,3,28,0,19,1,12,0
5/4/19,5,4,4,22,8,7,35,2,3,0,5,1,0,10,0,0,11,3,28,0,10,1,11,0
6/4/19,3,3,3,18,13,3,20,2,3,3,4,1,2,11,0,0,9,2,33,0,17,0,6,0
7/4/19,5,3,3,17,3,8,22,4,9,3,4,1,0,7,0,0,9,2,32,0,0,1,9,0
8/4/19,4,4,4,30,8,5,27,2,7,0,3,1,1,9,0,0,10,2,30,0,5,1,12,0
9/4/19,5,4,4,30,6,5,25,4,5,5,2,1,2,7,53,0,9,2,27,0,15,1,11,0
10/4/19,4,3,3,27,7,10,29,3,3,2,3,1,2,14,0,0,9,2,28,0,4,0,11,0
11/4/19,5,3,4,29,3,3,32,7,5,0,5,1,1,14,0,0,9,2,29,0,8,0,10,0
12/4/19,3,3,5,23,10,3,24,1,5,10,3,1,2,18,0,0,10,3,25,0,20,0,9,0
13/4/19,4,4,4,18,13,5,22,4,4,3,2,1,2,12,0,0,10,2,24,0,5,0,7,39
14/4/19,4,3,4,18,8,2,27,1,5,14,2,1,0,10,59,0,9,2,26,0,11,0,7,0
15/4/19,3,4,4,23,10,2,25,1,4,2,2,1,1,11,0,0,9,2,23,0,25,0,10,0
16/4/19,4,4,4,28,5,3,24,1,4,5,2,1,1,18,0,0,9,2,19,0,21,0,11,0
17/4/19,3,5,3,28,5,1,28,0,5,7,3,1,2,17,0,0,9,2,29,0,0,0,12,0
18/4/19,4,4,4,27,14,1,37,1,4,3,3,1,1,19,35,4,9,2,29,0,4,0,10,0
19/4/19,3,4,4,22,5,2,30,4,2,3,3,1,1,21,11,0,9,3,24,0,0,0,8,0
20/4/19,4,4,3,17,1,10,30,1,0,0,1,1,0,18,0,0,9,5,23,0,15,0,7,0
21/4/19,4,7,3,19,6,6,20,2,1,0,3,1,1,13,0,0,10,6,23,0,13,0,7,0
22/4/19,4,5,4,24,4,4,29,8,3,8,2,1,1,17,0,0,12,4,23,0,10,0,9,0
23/4/19,5,5,4,35,8,3,30,4,9,5,3,1,1,11,0,0,14,4,27,0,10,0,10,0
24/4/19,4,3,4,32,9,4,26,6,2,0,3,1,1,18,0,0,13,4,24,0,20,0,9,0
25/4/19,4,5,4,32,4,2,28,6,7,12,2,1,0,18,0,0,13,3,27,0,9,0,11,0
26/4/19,4,6,3,32,9,1,22,2,2,7,2,1,1,10,0,0,11,3,23,0,0,0,11,0
27/4/19,3,4,3,22,6,2,25,1,5,0,2,1,1,17,0,0,9,3,16,0,26,0,6,0
28/4/19,3,4,3,21,6,10,23,0,0,0,3,1,0,12,19,0,9,3,26,0,11,0,8,0
29/4/19,3,3,3,27,10,5,30,2,6,5,2,1,1,15,0,0,9,2,24,0,19,0,11,0
30/4/19,4,3,3,30,4,4,26,4,7,7,2,1,1,9,16,0,11,3,30,0,9,0,8,0
1/5/19,4,6,3,28,11,5,27,3,5,0,3,1,0,11,10,0,11,3,27,0,19,0,7,0
2/5/19,4,4,3,30,8,4,33,1,6,2,3,1,0,14,0,0,11,3,31,0,15,0,8,0
3/5/19,4,5,3,31,5,8,26,1,2,12,4,1,1,14,17,0,11,3,33,0,10,0,11,0
4/5/19,3,3,3,23,7,6,25,3,0,3,3,1,1,20,0,0,10,2,21,0,11,0,7,0
5/5/19,4,5,3,26,9,4,25,0,5,3,2,1,1,18,0,0,10,2,24,0,6,0,8,0
6/5/19,3,4,4,28,12,5,24,1,10,7,2,1,0,15,16,0,10,3,31,0,27,0,10,0
7/5/19,4,5,3,34,7,5,24,3,7,7,2,1,1,20,0,0,9,2,32,0,24,1,11,0
8/5/19,4,4,3,31,6,5,27,2,5,2,3,1,1,12,0,0,10,2,26,0,24,0,11,0
9/5/19,4,2,4,30,4,8,23,10,6,2,2,1,1,14,0,0,11,2,30,0,4,0,10,0
10/5/19,4,4,4,27,11,9,27,6,7,10,4,1,0,17,10,0,14,4,26,0,34,1,13,0
11/5/19,6,6,5,22,9,5,32,3,2,11,5,2,0,17,0,0,13,3,24,0,5,1,7,0
12/5/19,5,3,4,22,5,10,22,3,2,3,4,2,2,21,19,0,11,3,24,0,16,0,5,0
13/5/19,6,2,4,31,8,6,28,6,1,12,6,2,0,15,9,0,10,2,29,0,24,1,12,0
14/5/19,6,3,6,34,5,6,23,6,7,5,7,3,1,37,0,0,10,2,32,0,15,1,13,0
15/5/19,7,3,6,34,8,5,22,4,8,9,7,2,0,21,32,0,10,3,26,0,4,1,11,0
16/5/19,7,4,5,35,8,5,27,3,2,12,7,2,1,19,0,0,10,2,28,0,4,0,12,0
17/5/19,6,4,4,30,8,4,27,1,5,5,4,1,0,18,0,0,10,3,24,0,16,0,11,0
18/5/19,5,3,3,21,9,6,22,3,8,16,4,1,0,16,0,0,10,3,23,0,11,1,8,0
19/5/19,5,3,4,26,7,2,22,3,1,3,5,2,1,16,0,0,9,3,25,0,22,1,8,0
20/5/19,5,3,4,27,2,7,26,5,3,2,4,2,3,21,0,0,10,2,28,0,19,1,11,0
21/5/19,5,4,4,30,12,7,31,3,8,7,3,2,2,24,0,0,11,3,28,0,28,1,12,0
22/5/19,6,4,5,32,13,5,25,2,6,7,4,1,0,21,9,0,11,3,27,0,15,1,12,0
23/5/19,4,3,4,26,4,10,27,4,7,14,2,1,1,14,0,0,12,2,24,0,28,1,11,0
24/5/19,5,1,4,30,6,3,27,4,3,5,3,1,0,12,27,0,11,3,22,0,4,1,9,0
25/5/19,5,2,3,19,4,3,32,7,3,0,2,1,1,12,0,0,10,3,21,0,11,0,9,0
26/5/19,4,2,3,20,3,10,33,6,2,0,3,1,0,9,0,0,10,3,22,0,0,1,5,0
27/5/19,6,1,4,28,4,5,28,5,1,5,5,2,1,13,26,3,9,2,21,0,15,1,10,0
28/5/19,5,3,5,30,9,7,25,6,13,23,3,1,0,15,41,0,10,2,26,0,9,1,10,0
29/5/19,6,4,4,29,11,1,22,5,2,2,4,1,1,18,9,0,10,2,29,0,16,1,12,0
30/5/19,5,4,4,30,11,4,28,5,1,9,5,2,1,18,0,0,10,2,22,0,19,0,12,8
31/5/19,6,4,4,30,6,4,27,2,5,5,4,2,1,11,17,0,11,2,20,0,10,0,10,0
1/6/19,5,4,4,21,4,13,22,4,4,14,3,1,1,19,0,0,10,2,22,0,11,1,8,0
2/6/19,4,5,3,19,5,4,22,0,4,0,4,2,1,15,0,0,10,2,24,0,12,1,8,0
3/6/19,5,2,4,24,14,5,25,2,3,11,3,1,1,21,0,0,12,2,22,0,15,0,11,0
4/6/19,6,3,4,30,3,1,23,2,4,5,3,2,0,15,0,0,12,2,22,0,24,1,13,0
5/6/19,5,3,4,25,8,7,21,1,7,7,4,1,1,16,16,0,12,2,27,0,18,1,11,0
6/6/19,5,4,3,26,12,3,21,2,10,0,3,1,1,14,41,0,11,2,24,0,0,0,12,0
7/6/19,6,5,4,24,10,5,21,0,3,2,4,1,0,12,10,0,12,2,18,0,0,1,11,0
8/6/19,5,3,3,15,4,3,22,1,2,21,4,1,1,11,29,0,10,2,31,0,0,1,8,0
9/6/19,5,5,4,15,10,5,25,4,2,8,4,1,1,19,0,0,10,2,24,0,6,1,5,0
10/6/19,5,4,4,22,12,6,25,1,8,9,3,1,1,16,41,0,10,2,25,0,9,1,10,0
11/6/19,5,6,4,26,10,4,27,4,9,9,3,1,1,11,16,0,10,2,28,0,14,2,10,0
12/6/19,5,3,4,25,17,5,24,1,4,14,3,2,1,11,0,0,11,2,25,0,0,2,9,0
13/6/19,5,4,4,29,14,7,36,3,7,0,2,1,0,12,0,0,10,2,59,0,0,2,8,0
14/6/19,6,5,5,30,9,3,24,0,7,14,4,1,1,12,32,0,10,2,62,0,17,1,9,0
15/6/19,6,3,4,21,3,5,33,5,6,16,5,2,0,13,0,0,10,2,36,0,0,1,7,0
16/6/19,6,4,4,19,0,2,30,1,4,16,5,1,1,11,0,0,10,3,24,0,9,1,7,0
17/6/19,7,4,5,29,3,5,24,0,2,14,6,1,1,12,0,0,10,3,31,0,16,1,11,0
18/6/19,15,5,5,28,29,5,23,1,16,23,3,2,1,15,31,0,10,2,27,0,0,1,10,0
19/6/19,11,3,5,35,17,8,26,4,5,18,3,1,1,10,63,0,10,2,27,0,0,1,11,0
20/6/19,7,3,5,32,6,7,31,1,7,14,3,2,0,15,32,0,10,2,27,0,16,1,10,0
21/6/19,6,4,5,26,12,6,25,1,6,10,4,1,0,13,0,0,10,2,26,0,0,1,9,0
22/6/19,9,4,6,21,13,8,24,6,4,0,5,3,0,22,0,0,9,2,19,0,9,1,7,0
23/6/19,7,4,4,20,14,11,21,6,4,6,5,2,1,15,0,0,10,2,29,0,29,1,8,0
24/6/19,7,3,5,27,15,9,20,4,0,9,4,2,0,20,31,0,10,2,31,0,0,1,11,0
25/6/19,7,5,5,29,9,5,30,10,11,19,4,2,0,18,64,0,9,2,24,0,8,1,12,0
26/6/19,10,4,7,31,17,11,30,15,5,9,7,4,2,20,31,0,10,2,21,0,16,2,13,0
27/6/19,8,3,6,28,17,3,31,8,2,14,4,3,1,15,0,0,9,2,22,0,8,1,11,0
28/6/19,7,3,5,26,15,14,26,3,6,19,4,3,1,13,0,0,10,3,21,0,9,1,10,0
29/6/19,5,4,5,20,7,6,20,5,9,16,3,2,1,22,0,0,10,2,21,0,0,1,7,0
30/6/19,5,4,5,16,14,3,24,5,4,6,2,2,1,18,0,0,9,2,24,0,0,1,7,0
1/7/19,5,3,6,23,6,7,23,1,13,5,4,2,0,11,31,0,9,2,30,0,0,1,12,0
2/7/19,5,4,5,25,6,3,27,7,5,5,4,2,0,13,0,0,10,1,22,0,24,1,12,0
3/7/19,6,2,5,24,9,3,27,4,4,0,4,2,1,18,32,0,12,2,20,0,0,1,12,0
4/7/19,5,4,4,27,6,6,29,1,8,0,2,1,0,9,33,0,10,2,24,0,9,1,12,0
5/7/19,4,2,4,22,3,4,30,3,6,5,3,1,0,12,0,0,10,2,25,0,9,1,10,0
6/7/19,5,2,4,15,3,6,17,3,6,16,2,1,1,13,0,0,10,1,24,0,0,1,7,0
7/7/19,4,3,4,16,7,9,27,3,2,5,3,1,1,15,0,0,9,1,27,0,0,1,6,0
8/7/19,5,4,4,23,9,7,25,4,9,14,3,1,2,10,0,0,9,2,29,0,0,1,13,0
9/7/19,6,3,4,26,26,3,24,6,5,9,3,2,0,13,0,0,9,1,22,0,0,1,12,0
10/7/19,6,4,4,26,17,5,26,6,4,23,2,2,1,17,0,0,11,2,19,0,8,1,13,0
11/7/19,5,3,4,25,15,5,25,7,7,9,4,1,2,15,0,0,10,1,21,0,16,1,13,0
12/7/19,6,1,5,22,12,3,20,3,6,0,3,1,1,13,0,0,10,2,23,0,0,0,10,0
13/7/19,4,2,4,15,7,5,16,3,0,0,2,1,1,12,0,0,10,2,25,0,0,0,9,0
14/7/19,5,2,4,18,10,8,17,5,2,0,1,1,1,10,0,0,9,2,24,0,0,1,6,0
15/7/19,6,4,5,24,12,3,23,8,4,19,3,2,2,15,0,0,10,3,26,0,0,1,9,0
16/7/19,6,5,5,24,12,10,24,6,5,9,4,1,1,16,0,0,11,2,22,0,16,1,11,0
17/7/19,7,2,4,31,9,3,20,11,7,9,2,1,1,13,0,0,10,4,27,0,16,1,10,0
18/7/19,5,2,4,24,9,6,24,6,4,5,5,1,1,9,67,0,10,4,28,0,0,1,11,17
19/7/19,4,3,3,25,6,6,19,0,10,15,1,1,0,12,0,0,10,4,25,0,18,1,8,0
20/7/19,4,1,3,15,10,5,19,2,6,6,2,2,1,15,0,0,11,4,25,0,0,1,5,0
21/7/19,5,4,3,15,14,2,17,0,4,6,2,1,1,13,0,0,10,3,30,0,9,0,5,0
22/7/19,5,1,4,24,6,4,20,0,4,5,2,1,0,13,33,0,9,3,24,0,9,0,9,0
23/7/19,6,4,4,23,15,8,23,1,4,0,2,1,1,11,32,0,10,2,27,0,0,1,11,0
24/7/19,5,2,4,21,0,6,25,3,11,15,1,1,1,15,0,0,12,3,22,0,17,1,11,0
25/7/19,5,2,4,25,15,1,25,1,2,10,2,1,0,14,68,0,13,3,20,0,17,1,11,0
26/7/19,4,5,4,18,15,6,26,0,4,5,3,1,0,10,0,0,11,2,32,0,0,1,11,0
27/7/19,4,3,4,13,7,0,25,2,4,11,1,1,1,10,0,0,10,2,24,0,9,1,5,0
28/7/19,4,1,3,16,0,5,20,5,11,0,2,1,0,12,0,0,10,2,36,0,0,0,7,19
29/7/19,5,2,3,21,6,6,22,1,6,0,2,1,0,10,0,0,10,2,31,0,9,1,7,0
30/7/19,4,2,3,21,9,14,17,3,4,14,3,1,0,11,33,0,10,2,33,0,17,1,11,17
31/7/19,4,3,3,23,6,3,16,3,2,0,1,1,1,9,0,0,9,2,19,0,0,1,9,0
1/8/19,4,1,3,26,15,1,21,3,4,5,2,1,0,17,0,0,9,2,20,0,34,1,9,0
2/8/19,4,2,3,22,3,3,19,4,12,5,2,1,1,17,34,0,10,2,28,0,9,2,10,0
3/8/19,3,2,3,12,3,6,18,7,4,0,2,1,1,15,38,0,10,2,27,0,9,2,7,0
4/8/19,3,3,3,13,0,5,20,5,2,6,2,1,1,15,0,0,10,2,21,0,0,3,6,0
5/8/19,4,2,4,21,0,3,20,1,0,10,3,1,1,13,0,0,9,2,18,0,17,6,7,0
6/8/19,5,3,3,18,12,8,25,3,2,5,3,2,0,16,0,0,9,2,24,0,9,1,11,17
7/8/19,5,3,3,21,6,0,20,6,4,10,2,1,0,10,0,0,10,2,25,0,0,1,8,0
8/8/19,3,4,4,24,9,3,23,0,13,5,2,1,1,18,0,0,9,2,20,0,9,1,7,17
9/8/19,4,3,3,20,9,7,22,1,2,5,2,1,2,13,0,0,10,2,22,0,26,1,9,0
10/8/19,3,2,2,12,3,0,21,0,2,0,2,1,1,10,0,0,10,2,25,0,0,0,6,0
11/8/19,3,2,3,12,7,8,20,2,2,0,2,1,0,13,0,0,10,2,27,0,19,0,6,0
12/8/19,4,2,3,23,12,3,25,4,2,0,1,1,1,13,33,0,10,2,21,0,0,1,12,17
13/8/19,4,3,4,23,18,6,22,0,4,0,2,1,0,13,0,0,9,2,25,0,0,0,10,0
14/8/19,4,3,4,25,11,5,20,1,2,18,1,1,2,16,0,0,9,2,20,0,8,0,10,0
15/8/19,4,5,3,25,15,3,24,4,2,5,2,1,0,16,33,0,9,2,23,0,17,1,9,0
16/8/19,3,3,3,19,9,4,17,3,2,0,0,1,1,15,0,0,9,2,24,0,9,0,10,17
17/8/19,3,6,3,16,3,6,23,2,0,0,2,1,0,23,37,0,10,2,25,0,9,0,5,0
18/8/19,4,4,3,13,3,3,21,0,8,0,2,1,0,38,0,0,10,2,29,0,0,0,7,0
19/8/19,4,2,3,21,14,4,23,1,6,0,1,1,2,42,0,0,10,2,20,0,4,0,9,8
20/8/19,5,3,4,24,9,1,19,1,3,6,1,1,0,27,22,0,10,2,22,0,18,1,11,0
21/8/19,4,5,4,23,10,3,25,1,6,4,2,1,0,21,38,0,10,2,20,0,14,0,8,0
22/8/19,3,4,3,25,4,3,25,1,8,9,3,1,1,14,38,0,10,2,21,0,9,0,11,0
23/8/19,3,3,3,20,13,8,25,3,1,0,2,1,0,17,39,0,10,2,20,0,0,1,10,0
24/8/19,3,4,2,14,9,5,21,0,5,2,2,1,0,15,0,0,10,2,18,24,11,1,7,0
25/8/19,3,4,2,16,6,5,18,1,3,5,2,1,1,14,0,0,10,2,22,0,16,1,6,0
26/8/19,4,4,3,21,4,3,18,0,9,2,1,1,1,8,0,0,10,2,23,0,17,1,10,0
27/8/19,4,5,3,22,13,5,24,1,9,9,2,1,1,14,0,0,9,2,19,0,10,0,10,13
28/8/19,4,3,3,25,16,3,25,6,8,6,2,1,1,14,16,0,9,2,20,0,0,0,11,13
29/8/19,4,2,3,21,17,3,24,1,4,6,1,1,1,12,0,7,9,2,21,0,36,0,9,21
30/8/19,3,3,3,23,3,5,23,1,6,4,2,1,0,14,0,0,10,2,21,0,31,0,10,0
31/8/19,3,4,3,12,8,2,18,5,7,2,1,1,0,13,0,0,9,2,22,0,16,1,5,0
1/9/19,3,2,3,13,14,4,21,3,1,3,1,1,2,11,42,0,9,2,26,0,6,0,6,0
2/9/19,3,2,3,19,7,8,19,3,5,9,1,1,0,12,0,0,9,2,22,0,18,0,10,5
3/9/19,4,3,3,22,4,5,19,3,4,6,2,1,0,9,21,3,9,2,23,0,10,0,11,13
4/9/19,4,2,3,23,10,6,26,3,4,6,1,1,0,8,0,3,9,2,22,0,4,0,9,0
5/9/19,3,3,3,21,12,4,26,3,2,12,1,1,1,11,0,6,9,2,22,0,18,0,11,20
6/9/19,4,3,3,22,6,2,24,3,0,11,2,1,1,19,58,0,10,2,22,0,4,0,9,13
7/9/19,5,1,3,15,3,1,20,1,2,2,1,1,0,12,0,0,10,2,23,0,16,1,6,0
8/9/19,3,3,3,14,6,3,23,1,3,0,2,1,1,15,0,0,9,2,22,24,10,0,7,0
9/9/19,4,6,3,21,5,6,23,1,7,2,1,1,0,14,0,3,9,2,18,0,8,0,7,0
10/9/19,4,3,3,21,16,4,25,3,5,0,1,1,0,13,21,0,10,2,21,0,21,0,10,0
11/9/19,4,3,3,23,14,6,25,4,4,6,1,1,0,12,0,0,10,2,19,0,5,0,10,0
12/9/19,3,3,3,22,11,6,24,4,5,4,1,1,0,13,0,0,11,2,21,0,9,1,9,0
13/9/19,3,2,3,21,17,3,25,3,4,2,1,1,0,11,0,0,10,2,27,0,8,0,8,0
14/9/19,2,4,3,15,12,5,18,3,3,0,2,1,0,12,0,0,10,2,19,0,0,0,6,5
15/9/19,3,3,3,16,5,3,23,1,3,0,2,1,1,11,0,0,10,2,23,0,0,0,6,0
16/9/19,3,3,3,21,10,6,23,3,6,8,1,1,0,15,21,0,10,2,24,0,8,0,9,13
17/9/19,4,3,3,23,10,6,23,4,4,16,2,1,1,15,0,0,10,2,21,39,12,0,12,0
18/9/19,4,3,4,25,20,5,24,10,7,6,2,1,1,12,0,0,10,2,22,20,13,1,9,0
19/9/19,4,4,4,24,14,5,30,2,6,6,2,1,1,11,16,0,10,2,20,0,5,0,10,8
20/9/19,4,3,3,22,1,2,27,0,7,11,1,1,1,9,37,0,10,2,21,0,13,0,9,0
21/9/19,3,3,3,14,10,4,38,1,5,0,1,1,0,15,18,0,10,2,31,0,4,0,7,0
22/9/19,3,4,3,14,6,5,30,1,5,0,2,1,0,13,0,0,10,2,31,0,0,0,5,0
23/9/19,3,6,3,22,13,5,29,4,5,8,1,1,0,14,0,0,9,2,21,0,30,0,10,0
24/9/19,6,4,4,23,9,2,24,2,7,10,3,2,0,15,0,0,10,2,27,0,35,1,11,0
25/9/19,5,4,4,22,3,3,27,3,6,5,2,1,0,12,0,0,10,2,28,0,12,1,11,0
26/9/19,4,3,3,23,6,3,32,3,3,6,1,1,1,14,21,6,10,2,17,0,13,1,11,0
27/9/19,4,3,3,22,5,2,28,2,3,0,1,1,0,8,43,0,12,2,23,0,18,0,9,0
28/9/19,3,2,3,14,0,7,27,2,8,2,2,1,0,13,42,0,11,3,25,0,11,1,6,0
29/9/19,3,3,3,15,5,2,24,4,4,2,2,1,0,17,0,0,11,4,23,0,0,0,6,0
30/9/19,4,3,3,24,12,2,24,1,0,2,2,1,1,12,0,0,12,3,25,0,4,0,12,0
1/10/19,4,3,4,22,17,4,29,5,11,4,1,1,1,10,20,0,11,3,21,0,22,0,11,4
2/10/19,3,3,4,20,11,5,27,1,6,6,3,1,1,9,35,0,11,2,25,19,8,1,10,0
3/10/19,4,2,4,19,6,3,25,1,4,6,2,1,0,9,21,0,11,2,18,0,28,1,11,0
4/10/19,4,4,3,22,7,1,27,2,8,8,2,1,0,11,37,0,11,2,18,0,18,1,8,0
5/10/19,2,3,3,13,4,7,23,2,1,10,1,1,1,15,0,0,10,2,19,0,0,1,5,0
6/10/19,3,1,3,14,22,3,27,1,6,0,1,1,0,11,0,0,10,2,22,0,21,0,5,9
7/10/19,3,3,3,20,4,4,30,3,6,8,2,1,1,10,0,0,11,2,19,0,5,0,11,0
